0 1.796
1 1.801
2 1.806
3 1.814
4 1.812
5 1.766
6 1.754
7 1.828
8 1.813
9 1.872
10 1.936
11 1.893
12 2.268
13 2.483
14 2.805
15 2.850
16 2.970
17 3.333
18 3.384
19 3.595
20 3.559
21 3.798
22 3.894
23 4.073
24 4.045
25 4.282
26 4.355
27 4.375
28 4.486
29 4.406
30 4.580
31 4.608
32 4.903
33 4.885
34 4.881
35 5.133
36 5.138
37 5.348
38 5.568
39 5.475
40 5.600
41 5.649
42 5.750
43 6.012
44 6.012
45 6.127
46 6.275
47 6.232
48 6.462
49 6.512
50 6.736
51 6.866
52 6.876
53 6.901
54 6.941
55 6.987
56 7.117
57 7.341
58 7.401
59 7.583
60 7.549
61 7.728
62 7.803
63 7.989
64 8.038
65 8.091
66 8.291
67 8.316
68 8.529
69 8.562
70 8.660
71 8.728
72 8.982
73 8.957
74 9.194
75 9.209
76 9.325
77 9.488
78 9.473
79 9.767
80 9.766
81 9.530
82 9.801
83 9.802
84 9.907
85 10.180
86 10.129
87 10.285
88 10.425
89 10.558
90 10.757
91 10.837
92 10.750
93 11.171
94 11.056
95 11.173
96 11.217
97 11.390
98 11.554
99 11.612
100 11.817
